abis_Monocyte conventional,abis_NK cell,abis_T cell CD8+ memory,abis_T cell CD4+ naive,abis_T cell CD8+ naive,abis_B cell naive,abis_T cell CD4+ memory,abis_T cell MAIT,abis_T cell gamma delta VD2,abis_Neutrophil,abis_T cell gamma delta non-VD2,abis_Basophil,abis_Monocyte non-conventional,abis_B cell memory,abis_Myeloid dendritic cell,abis_Plasmacytoid dendritic cell,abis_B cell plasma immature,Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score),consensus_tme_B cell,consensus_tme_cytotoxicity score,consensus_tme_Myeloid dendritic cell,consensus_tme_Eosinophil,consensus_tme_Macrophage,consensus_tme_MAST cell,consensus_tme_NK cell,consensus_tme_Neutrophil,consensus_tme_T cell CD4+,consensus_tme_T cell CD8+,consensus_tme_T cell gamma delta,consensus_tme_T cell regulatory (Tregs),consensus_tme_Macrophage M1,consensus_tme_Macrophage M2,consensus_tme_Endothelial cell,consensus_tme_Cancer associated fibroblast,consensus_tme_Monocyte,consensus_tme_immune score,EPIC_B cell,EPIC_Cancer associated fibroblast,EPIC_T cell CD4+,EPIC_T cell CD8+,EPIC_Endothelial cell,EPIC_Macrophage,EPIC_NK cell,EPIC_uncharacterized cell,StromalScore,ImmuneScore,ESTIMATEScore,TumorPurity,mcp_counter_T cell,mcp_counter_T cell CD8+,mcp_counter_cytotoxicity score,mcp_counter_NK cell,mcp_counter_B cell,mcp_counter_Monocyte,mcp_counter_Macrophage/Monocyte,mcp_counter_Myeloid dendritic cell,mcp_counter_Neutrophil,mcp_counter_Endothelial cell,mcp_counter_Cancer associated fibroblast,timer_B cell,timer_T cell CD4+,timer_T cell CD8+,timer_Neutrophil,timer_Macrophage,timer_Myeloid dendritic cell,xcell_Myeloid dendritic cell activated,xcell_B cell,xcell_T cell CD4+ memory,xcell_T cell CD4+ naive,xcell_T cell CD4+ (non-regulatory),xcell_T cell CD4+ central memory,xcell_T cell CD4+ effector memory,xcell_T cell CD8+ naive,xcell_T cell CD8+,xcell_T cell CD8+ central memory,xcell_T cell CD8+ effector memory,xcell_Class-switched memory B cell,xcell_Common lymphoid progenitor,xcell_Common myeloid progenitor,xcell_Myeloid dendritic cell,xcell_Endothelial cell,xcell_Eosinophil,xcell_Cancer associated fibroblast,xcell_Granulocyte-monocyte progenitor,xcell_Hematopoietic stem cell,xcell_Macrophage,xcell_Macrophage M1,xcell_Macrophage M2,xcell_Mast cell,xcell_B cell memory,xcell_Monocyte,xcell_B cell naive,xcell_Neutrophil,xcell_NK cell,xcell_T cell NK,xcell_Plasmacytoid dendritic cell,xcell_B cell plasma,xcell_T cell gamma delta,xcell_T cell CD4+ Th1,xcell_T cell CD4+ Th2,xcell_T cell regulatory (Tregs),xcell_immune score,xcell_stroma score,xcell_microenvironment score
0.916,2.3,-1.81,4.16,0.642,-0.164,3.44,2.7,-1.3,1.89,0.488,0.219,0.378,1.34,0.215,0.164,-0.00228,P063,0,0.54216008499429,0.144413803878153,0.0550700234403737,0,0.375165944081825,0.00705695715475462,0,0.045913974361648,0,0,0.0576612904088415,0.0219549467478956,0.0504599781184733,0.00665151781530429,0,0,0.0486475787460161,0.0713437217345288,0,0,0.0226212536332705,0,0.432408128850132,0.906976254043464,1.44912107511537,0.06977273,-0.03847701,-0.07109458,-0.07962532,0.0655728,0.02350506,-0.07674616,-0.05638432,0.02473792,0.049984,-0.10242335,0.02916127,-0.05685358,-0.1028908,0.11655175,0.12654422,0.0166593,0.02131408,0.03714116,0.01894365,0.2563006,0.04028501,0.0508991,0.001276363,2.681221e-10,0.5951542,-479.365713341909,422.482202943092,-56.8835103988168,0.827229633219466,5.09895,1.44,4.11572,4.489967,31.351044,12.007014,12.007014,5.74812,10.56764,8.684762,39.873175,0.11821819,0.18099762,0.1588643,0.13195993,0.01196296,0.49420886,0.1319129,0.2483861,3.172911e-19,0.06256506,0,0,5.694072e-19,2.814781e-19,0.03622455,0,0,0.1822012,0,0.01777456,0,0.04829536,0,0.07711707,0.02950968,0.1073389,1.0078e-18,1.804603e-18,8.239829e-20,0.01828908,0.06787335,0,0.003214129,0,0,0.2487884,3.181437e-18,0.01979776,0,0.08112777,9.112823e-18,0.09340553,0.2019332,0.06270622,0.2646394
2.25,2.74,-1.57,2.45,0.803,0.0375,5.83,2.45,-0.895,4.89,-0.153,0.535,0.743,0.495,0.335,0.224,0.00826,P041,0,0.131913810209122,0.27947274226875,0,0,0.340476016314831,0.0194592521763666,0,0,0,0.0626989838236429,0,0.129821691678663,0.137549669787864,0,0.0776824110714461,0.045752680556929,0.0427290724424798,0,0,0,0.513394271936616,0,0.489907863855714,0.871245773344867,1.78095060226671,-0.04760866,-0.13617546,0.1475793,0.30077093,0.34147601,0.08353328,-0.12007304,0.42804124,0.03584677,0.06130926,-0.02556291,0.02066057,0.16476061,0.37065291,0.18927272,0.18879377,0.31367255,0.1798049,0.02289871,0.03496899,0.2067931,0.0603983,0.09690577,0.007743634,3.050067e-09,0.5702915,397.100988740441,1618.0343032525,2015.13529199294,0.62099432662857,6.76235,6.6049,6.01396,4.417967,19.393656,17.392614,17.392614,8.3985,21.8036,11.837672,59.2968,0.07477223,0.13404235,0.18935203,0.18723801,0.04957139,0.53813495,0.0857334,0.02311664,0,0.00157754,0,1.621311e-17,0.04866229,0,1.584148e-18,0,0,0.02140463,4.976638e-06,1.179077e-18,0.02390166,0.08278258,0,0.034158,0.004198787,0.123903,0.04937673,0.0007744736,0.0582086,0.008181912,7.405299e-19,0.09490429,9.944426e-19,0.07209897,0,0.5141906,0,0.02263044,6.13794e-17,0.009817655,0.06586928,0.0438799,0.1810535,0.05847029,0.2395238
1.53,2.81,-1.33,3.28,0.626,0.42,3.35,2,-0.894,1.42,-0.279,0.269,0.445,-0.029,0.284,0.26,0.0113,P055,0.0870130606653286,0,0.0259016770367341,0.0955903029409955,0,0.422077534793086,0.0251176071857061,0,0.0950672111840434,0,0.130932457149647,0,0,0.0543616748112759,0.00404845668300398,0.0542501520205019,0,0,0,0.0644555875892562,0,0.0267366996081851,0.898,-0.0065499581713718,1.12813100536067,1.08555242166776,-0.099615575,-0.266447206,-0.158037819,-0.171215843,0.003483147,-0.011436958,-0.179978684,-0.08999162,-0.152632905,-0.092675466,-0.191574312,-0.191198741,-0.159409179,-0.011687959,0.332192486,0.253240707,-0.053506801,-0.076929313,0.0164325,0.03054373,0.1114812,0.06485213,0.08758018,0.00213437,4.639623e-10,0.6869759,-383.494829194681,-486.904719959698,-870.399549154379,0.888274025003055,5.578086,6.6049,4.09076,4.710467,5.674467,7.534243,7.534243,4.73208,17.150393,12.136541,43.003287,0.07657681,0.12499913,0.18834119,0.11861608,0.04416109,0.48317541,0.01157965,0,2.61036e-18,0.009425249,0,0,8.565152e-18,0,3.537684e-18,0,7.508342e-18,0.004126734,6.919022e-19,0.01576637,0.01245864,0.09603673,0,0.1187307,0.02655682,0.1157661,7.149381e-19,0,0.00186124,5.002445e-22,0.008778994,3.377381e-18,2.552138e-19,5.998109e-19,0,0.4483141,2.639341e-18,0.02327164,9.104292e-20,0.06953106,0.08711575,0.04440242,0.008305762,0.1073837,0.1156895
0.68,1.84,-0.466,6.01,-1.15,0.262,1.72,1.8,-0.493,2.45,-0.299,0.4,0.398,0.264,0.172,0.199,0.000408,P007,0.13447503003338,0,0,0,0,0.322452079969922,0,0.245660483142315,0,0,0.028385364723616,0.0302388982671706,0.0114566884132358,0.0424950760758419,0,0.0342396124146164,0,0.160962712508703,0,0,0,0,0.804,0.0180178168627175,1.11485554323978,1.0103659455488,-0.220784608,-0.330418633,-0.272345981,-0.261921719,-0.109188126,-0.341090449,-0.398415878,-0.266498813,-0.281661384,-0.260818704,-0.375412747,-0.357307324,-0.209924098,-0.247997736,0.018166247,0.004032444,-0.213005439,-0.209309118,0.009667197,0.02067881,0.1199727,0.04512683,0.07330442,0.002435958,3.774497e-10,0.7288141,-1270.24811886103,-816.289113886056,-2086.53723274709,0.955717580326174,4.734714,0.2809,3.84812,3.652867,6.3669,7.103486,7.103486,2.11368,13.52126,12.742431,31.543813,0.0896245,0.11931542,0.18189862,0.11668768,0.03998953,0.48412748,0,4.317749e-19,0.0007241726,0.005307727,0,0,0,0.005506371,0,6.832334e-19,0,0.00561754,0.01479691,0.0002917636,0,0.06875597,0,2.239877e-18,0.03121295,0.09987584,0.002469728,4.62642e-05,0.001806788,0.009402471,6.602358e-18,0,0,7.388361e-20,0,0.02442642,0,0.01236409,0,0.03287647,0.03237505,1.280307e-19,0.0079148,0.03437798,0.04229278
0.918,1.49,-0.891,3.89,-0.283,0.141,1.94,1.97,-0.44,2.31,0.00749,0.25,-0.118,0.272,0.419,0.327,0.00692,P031,0.171459273067589,0,0,0,0,0.151236836504628,0,0.130940652310765,0.0146113416269939,0,0.0998593854616878,0,0.119179494703614,0.0935542030920305,0.0373421833891357,0,0.0844466916707205,0,0,0.00200215887893234,0.0856954755260763,0,0.786,0.0209427820037908,1.07070825722662,0.990327696232173,-0.22347696,-0.19424765,-0.22143129,-0.17204164,-0.10545298,-0.21466623,-0.34750197,-0.11778702,-0.26536147,-0.1927071,-0.32766031,-0.2983171,-0.2059994,-0.16820521,-0.2625251,-0.02265969,-0.08670663,-0.16072451,0.01057936,0.01850908,0.1718961,0.04704642,0.03642547,0.0006767601,5.577533e-10,0.7148668,-1452.71652166337,-750.271014351545,-2202.98753601492,0.960608096977708,2.114029,1.7424,4.79496,1.3068,12.908778,5.683543,5.683543,3.49458,12.048947,5.499569,32.320388,0.06968404,0.12551297,0.18487834,0.12245803,0.02904924,0.49564092,2.628799e-18,0.05358987,8.297668e-19,0.03221188,0,7.594205e-19,0,0.000518636,0.01155493,0.02179623,0,0.04167063,0,0.01193344,0.0128685,0.0003432151,0.007208493,0,0.02428725,0.1310167,0,2.019444e-18,0.004443865,0.01897942,0.00180265,0,4.296123e-19,0,0,0.0605723,0.01546996,0.01533216,0,0.05743662,2.49983e-18,1.304441e-18,0.06946747,0.0001716075,0.06963908
2.57,2.9,-1.79,4.77,-0.066,0.181,2.59,2.82,-1.17,2.13,0.0118,0.435,-0.0678,0.139,0.23,0.296,0.00542,P056,0,0.22749185078419,0.00685220246314368,0,0,0.478621550065416,0,0.0338235598333376,0.0198921932674487,0,0,0.0713803011698098,0.109743385775995,0.171667968887386,0.0737156710151343,0,0,0,0.0485443913963668,0,0,0,0.046,0.171596655935758,1.02278481445551,1.24173307465823,-0.158071549,-0.228159375,-0.042344824,-0.106956953,0.142218765,-0.075839053,-0.209708604,-0.044713402,-0.10759183,-0.106782257,-0.26764903,-0.16556297,-0.002400912,-0.016428282,0.017217713,0.400143072,0.013678793,-0.031562709,0.0146527,0.03722842,0.1880054,0.02964943,0.0598841,0.002159153,2.099232e-09,0.6684208,339.135957157124,-157.236480924614,181.89947623251,0.807031919714757,1.6507,0.7056,5.01998,5.3218,13.957111,10.569114,10.569114,4.16048,10.738867,9.558153,64.506475,0.06734714,0.16610603,0.15956033,0.13222896,0.02647145,0.5383463,0.1286355,0.02347419,0,0,0,0,3.693473e-18,0,0,1.175081e-18,1.861008e-18,0.04641495,0,0.001125124,0.0202763,0.02444102,0,0.1543846,0.0587973,0.1236882,0.005856956,6.252334e-18,0.01474268,0.008955761,6.839288e-18,3.851559e-19,2.052874e-18,8.655808e-19,0,0.2240175,8.515194e-21,5.659128e-20,1.500683e-17,0,0.103006,0.01243541,0.03904214,0.09089986,0.129942
0.144,1.82,-0.186,7.18,-1.78,0.284,-1.58,3.07,-0.421,1.54,-0.264,0.558,0.331,0.327,0.32,0.235,0.00679,P019,0.059295187578974,0.0925094412460676,0,0,0,0.074279788318766,0,0.173237638341362,0,0.0268007348353183,0.169770636627701,0,0.0962804216469294,0.163137534939953,0.0128927917787472,0,0,0,0,0.0257859799736635,0.156856540615885,0,0.992,-0.0601067184672603,1.11137580170545,1.05084669590337,-0.07512617,-0.13690826,-0.24881766,-0.2189665,-0.21563992,-0.15129935,-0.1355566,-0.2392828,-0.18535426,-0.19819555,-0.10846902,-0.35400663,-0.2499745,-0.20353142,-0.29998396,-0.02433367,-0.21425846,-0.17577982,0.02016349,0.01146768,0.1667942,0.05634346,0.0417866,0.001198568,1.52802e-10,0.702246,-1964.81447169727,-1605.90883316654,-3570.72330486382,0.996733706148851,5.586271,0.0256,7.80442,4.535567,10.050744,2.906543,2.906543,3.87786,11.6326,6.643622,15.610462,0.08181263,0.10264978,0.18894408,0.10746762,0.01738891,0.4708012,0,0.1006869,0.002838715,0.01328895,3.161004e-18,0.01974627,1.247866e-18,0,0.02517097,8.033471e-19,0,0.1106897,0,0.02070846,0,0.001173498,0.001506913,0,0.06238468,0.01339662,0,1.42622e-18,5.543723e-19,0.03241082,0.001694049,0,0.003111889,2.262886e-18,0,0.1216946,0.02541882,0.01268008,2.854527e-18,0.05842667,3.731094e-18,0.02142434,0.1065171,0.0005867489,0.1071038
1.91,2.4,-1.06,4.25,-0.73,0.124,2.51,2.82,-0.565,1.82,-0.296,0.174,0.389,0.273,0.233,0.239,0.0113,P076,0.261641574347979,0,0,0,0,0.228212528835424,0,0.18214671249185,0,0.0945926862643529,0,0,0,0.174560228565975,0.0441319513643969,0.0321805537854011,0,0,0.0551805392457252,0,0,0,0.538,0.0517535389314119,1.08311349548857,1.0726467749011,-0.27992362,-0.36586775,-0.27868058,-0.24022911,-0.05533463,-0.29983272,-0.37052745,-0.21468585,-0.2988965,-0.25499866,-0.32834559,-0.38022002,-0.18996233,-0.14500336,-0.0935865,0.17894854,-0.16291176,-0.20502912,0.007704186,0.02249546,0.1012199,0.05163941,0.03233761,0.00289469,1.879513e-10,0.7817088,-934.153364410435,-929.375922720461,-1863.5292871309,0.945573855966004,2.832743,2.8224,3.62426,4.4649,11.177467,7.278086,7.278086,2.08656,14.056207,7.061753,43.472612,0.06966154,0.1246925,0.1736683,0.11834368,0.04503745,0.50344674,0.003445461,0,0,0,2.979311e-18,0,0,2.88166e-18,1.380105e-18,0.007780385,0,0.01249928,0.00706066,0.003524511,0,0,0,0,0,0.03280695,0.003633713,0.0009555857,0.005255299,0,3.58877e-18,8.186903e-19,0,0,2.868429e-18,0.1092797,0.002162941,0.001513748,0,0.02019644,0.08300113,0.007863103,0.002422475,0,0.002422475
2.43,3.43,-1.01,4.27,-0.701,0.454,4.39,3.9,-0.527,1.83,-0.901,1.02,0.899,0.713,0.395,0.227,0.00959,P057,0,0.28361172742088,0.268818854753891,0.120349532979394,0,0.386140823369775,0.17247371395438,0,0.0553158010611318,0,0,0,0.0268595968313818,0.174790398788541,0.0560587169041961,0.0412305991077193,0.0366747727505247,0,0.00852701884878631,0,0,0.139274994844033,0,0.456587643065351,0.888982319879574,1.77012655161463,0.08605288,0.13364023,0.15267075,0.02171957,0.30714845,0.0248168,0.0413677,0.16849112,0.12436881,0.13466616,0.01781842,0.13279199,0.2298706,0.31577848,0.31014848,0.36587671,0.18779433,0.17203499,0.01478827,0.04440494,0.1770613,0.05563673,0.07647774,0.007981442,1.214527e-09,0.6236496,1099.38532838946,1466.31132339702,2565.69665178648,0.555691618373753,7.0215,6.6049,6.8038,5.123567,30.939711,23.596129,23.596129,8.0516,14.253767,10.367081,66.220575,0.07873265,0.17781192,0.17989175,0.14797978,0.065258,0.51806939,0.282334,0.1428597,0,0.06998639,0,2.153707e-18,4.331429e-18,0,0.03978021,0.09309442,0,0.05799341,0.001810451,0,0.02274975,0.05817797,0.01119033,0.1820621,0.02837941,0.08897115,0.05907506,0.04027905,0.06797232,0.01579616,0.04879148,0.0355685,0.0006758535,0.00551896,0,0.1946268,0.05041158,0.06671074,1.526917e-17,0.09134778,0,0.0510521,0.2216925,0.12012,0.3418125
0.696,2.18,-1.8,4.58,0.391,0.0433,3.06,2.81,-0.786,1.18,-0.0257,0.231,0.358,1.81,0.177,0.389,-0.00552,P065,0.00490902541838721,0.662446179449247,0,0.0102031105874408,0,0.302941860997621,0.0293272510235539,0.156860411883324,0.111287835291865,0,0,0,0,0.026221845897568,0.0368626298264433,0,0,0,0,0.0797467935738106,0,0.0122403979008282,0.002,0.401523107551558,0.930455643765153,1.43304734185009,0.097142619,-0.199763493,-0.18878848,-0.212161323,-0.043314116,-0.116091498,-0.253693686,-0.253843906,0.001317217,-0.040129147,-0.208424232,0.028205637,-0.154688641,-0.07601117,-0.091993856,-0.025299388,-0.137889345,-0.050738461,0.05630274,0.01581699,0.1849847,0.01526385,0.04653072,0.002167396,2.574719e-10,0.6789336,-1225.09315527415,291.03272429978,-934.060430974369,0.892527320356991,9.245593,0.0016,4.19012,3.4755,31.129144,9.069986,9.069986,3.49616,12.748353,7.227712,28.2432,0.12907445,0.17768238,0.16053402,0.12087297,0.03148907,0.47928054,0.05865772,0.3061391,4.486141e-18,0.0536157,0,0.02898886,2.093902e-17,0,0.05623293,0.01595335,4.449279e-21,0.1588794,0,0.004617952,5.556638e-19,0.00651569,0,8.215843e-19,3.410175e-19,4.683337e-19,0,0,0.009928789,0.01248376,0.1127266,1.898397e-18,0.04289129,1.606248e-18,1.746811e-18,0.08953402,0.005360177,5.846929e-18,0,0,0,0.01322758,0.2499038,0.003257845,0.2531617
0.996,2.58,-1.41,3.28,-0.151,0.000802,5.34,2.71,-0.65,1.7,-0.296,0.543,0.729,0.676,0.305,0.272,0.00937,P038,0,0.422599407452141,0,0,0.119040982828543,0.400804781074064,0.104186975069005,0.069007378278162,0,0,0.0320920170235765,0,0,0.0047822805679098,0,0,0,0.0340137443819943,0,0,0,0.0592109091640158,0.012,0.229480627810579,1.01961985058119,1.24573847583941,-0.01123142,-0.088386448,-0.207295919,-0.234236235,0.038183458,-0.293065915,-0.203288647,-0.07375808,-0.157657054,-0.122257863,-0.235731116,-0.145390958,-0.094738752,-0.094637502,0.003850162,0.257696013,-0.118233409,-0.100147718,0.02127303,0.0285356,0.1244262,0.0598984,0.05823319,0.00339111,2.320386e-09,0.7042425,-401.322101018389,-252.424926871357,-653.747027889747,0.873220201245241,6.624336,6.6049,6.66022,4.5398,22.567556,12.317786,12.317786,9.28102,10.425187,12.002356,48.322938,0.08377952,0.11423869,0.19983562,0.12221568,0.04256842,0.47764166,0.1483706,0.1021122,0,0,2.541759e-18,0.01832698,0,0.006333753,0.008595573,0.008549287,0,0.07020018,0.01010577,0.02048615,0.004629205,0.07358779,0.004527683,0,0.03540027,0.1628518,0.02337166,0.009655781,0.03992565,0.02976897,0.04073965,0,0.003615135,0,0,0.04102199,0.005097174,0.01925664,3.249377e-19,0.02617642,0.1213769,0.01130017,0.1153369,0.0367939,0.1521308
1.37,2.51,-1.92,4.23,0.531,0.326,4.63,2.52,-1.22,1.63,0.398,0.477,0.374,0.15,0.339,0.285,0.0121,P039,0,0.0239101852848461,0.0906430201865192,0,0.0248876725137879,0.0482684868829401,0,0.140698360134278,0.043642494955189,0,0.13216380565156,0,0.170326858121476,0.285045781961808,0,0,0.164805050450917,0.027931692543129,0,0.0138521196446972,0.136430106546884,0,0.882,-0.00066324135794605,1.07712889514087,1.30260563487803,-0.054368193,-0.039246277,-0.06555545,0.014677793,0.083236047,-0.032056031,-0.143997687,-0.04542876,-0.087098366,-0.080205653,-0.159521605,-0.175834914,-0.013344378,0.028658895,0.003583646,0.298738218,0.002024611,-0.026942563,0.01948967,0.02998409,0.1773999,0.08990718,0.05375961,0.002028966,1.336704e-11,0.6274306,-197.322318605894,-361.561821167967,-558.884139773861,0.866349862448,7.223564,6.6049,4.49904,6.6049,13.432344,9.794671,9.794671,10.00952,9.41552,9.754009,48.1134,0.07283044,0.12060621,0.18119031,0.12243886,0.03157997,0.50372675,0,0.04908836,1.642053e-18,0.02073526,1.005407e-17,1.503607e-18,0.002663986,0,0,9.73597e-18,0,0.04658306,0,0.01637931,0,0.03109943,0.002687667,0.2338324,0.0541132,0.1806366,0.009985604,0.002098952,0.008985986,0,0.01925898,0,0.002725843,6.866318e-19,7.955259e-18,0.4025946,0.006220815,0.03049698,0,3.405151e-18,0.06094876,0.04890187,0.04117442,0.1324659,0.1736403
0.292,1.54,-0.977,3.72,0.807,0.166,2.59,1.31,-0.638,2.01,0.0161,0.465,0.537,0.29,0.27,0.176,0.00251,P020,0,0.143977512255425,0,0.0318578240507331,0,0.219587723843378,0,0.116173726406184,0,0,0.092281991184412,0.0162084189693706,0.0663899857582411,0.0520732586186397,0.0845342188116936,0,0.071987337384593,0.11347488167126,0.0291926867279657,0,0.0172810867387314,0,0.834,0.0110003963206401,1.0821188504823,1.05502065242063,-0.10988784,-0.12887213,-0.18114912,-0.19257159,-0.05515526,-0.20876883,-0.30907426,-0.15215391,-0.2290212,-0.1971919,-0.34668862,-0.30959743,-0.11776005,-0.17948247,-0.49139772,-0.1545913,-0.142623,-0.12624337,0.01389311,0.00921047,0.1644206,0.02932184,0.01831971,0.002269611,4.073254e-11,0.7625646,-2312.70266588661,-763.00107111892,-3075.70373700553,0.988240525835706,3.44315,0.4489,3.24694,5.2566,8.085911,9.743757,9.743757,5.51052,13.131453,3.604862,18.737787,0.08273483,0.11732058,0.19006446,0.13162106,0.02110699,0.51563889,0.04720663,0.0765619,8.281904e-19,1.89179e-18,0,6.993763e-18,1.952267e-17,6.403955e-18,4.713905e-18,2.757751e-17,1.027783e-17,0.0329565,0.01639977,0,0,0,2.569816e-18,1.03521e-18,0.047905,0,0.008488026,0.007474202,0,0.01367338,0.0178842,5.333674e-18,0.00660025,0.0008571994,1.151644e-17,0.1993008,0.01170697,0.0007851819,0,0.01357464,0.187596,4.43866e-18,0.066387,7.677801e-19,0.066387
1.01,2.12,-1.04,3.57,-0.382,0.252,3.8,2.49,-0.368,2.35,-0.431,0.426,0.52,0.132,0.205,0.274,0.00993,P058,0,0.0132891289686683,0.360754574771428,0.0087671996481275,0,0.539542430083661,0,0,0.0104941320744236,0,0,0.0439401325994333,0,0.0989574837190618,0.0463658176812604,0,0.0375415424425449,0.00767148573977552,0.00788401837004056,0,0,0.0834302034457099,0.002,0.355238583577279,0.947406052948637,1.25863814954413,-0.13550573,-0.186890299,-0.097607111,-0.090208538,0.129476982,0.022276833,-0.241791134,-0.051334419,-0.125429202,-0.068236043,-0.218075682,-0.069292057,-0.042919406,-0.009905384,0.043037556,0.143813896,0.008450844,-0.025258122,0.01126287,0.0266138,0.1475679,0.02694423,0.06476187,0.003513924,2.184266e-10,0.7193355,-405.738676005085,6.53982480193165,-399.198851203153,0.854406154152963,4.44245,1.8769,5.23764,2.524967,19.715011,15.462057,15.462057,3.13324,11.760433,11.848612,38.362063,0.08844206,0.14672238,0.1745494,0.136776,0.04584181,0.50571064,0.0345818,0.004966929,0,0.02039882,4.450594e-18,0,0,0,0,0.01298283,3.025861e-19,0,0,0.004117664,0,0.05504607,0,0.00758577,0.03068029,0.08191047,0.02581476,0.008106893,0.01253847,0.0005081588,0.00473033,0,0.000139444,0,8.616981e-18,0.1345561,3.928095e-18,0.0318808,0,0.03281652,2.627711e-19,0.005062648,0.0208599,0.03131592,0.05217582
0.267,1.53,-0.359,3.57,-1.17,0.408,2.42,2.22,-0.206,1.48,-0.286,0.555,0.511,-0.126,0.347,0.138,0.01,P016,0,0.0924030676922769,0,0,0,0.338342594836008,0.0980297185911539,0,0,0.0106952168728402,0.276243524500149,0,0.0349184775381433,0.0219951808435867,0,0,0.127793586622091,0.0175786517600878,0,0.0477258614077628,0,0,0.944,-0.0226713875957322,1.12512858679732,1.0657258806641,-0.1441007,-0.1750855,-0.2058333,-0.3517264,-0.1734454,-0.2478624,-0.1611853,-0.2816396,-0.2585227,-0.1688111,-0.1813839,-0.3758678,-0.2816416,-0.181869,-0.3113504,-0.1790704,-0.1900534,-0.1801449,0.00369071,0.00934561,0.1509705,0.03500392,0.03376969,0.003035378,2.98348e-10,0.7641842,-2093.72483881601,-1234.32858647393,-3328.05342528994,0.993225316461784,4.0581,0.09,5.11664,6.6049,6.802478,6.399029,6.399029,13.74144,11.0508,5.936369,14.36245,0.09312139,0.09224512,0.20150855,0.11206806,0.02587568,0.48028192,2.04796e-19,0.005424283,0,0.0117989,0,0.01155767,0.01688648,0,1.654608e-18,0,0,0.01262487,0.0105058,0.009238775,0,0.002320439,0.006564326,1.133825e-17,0.02664912,0.04666784,0,0,0.006268093,0.02450064,1.0783e-17,0,0,0,0,0.07599563,0,0.007638551,0.008482247,0.06867424,0.03844729,3.839412e-18,0.02432616,0.001160219,0.02548638
0.798,1.7,-0.69,4.9,-0.648,-0.0069,3.16,1.34,-0.491,2.92,-0.252,0.412,0.337,0.788,0.105,0.129,0.000394,P022,0,0.384938804269279,0.286365326971183,0.00136460810127142,0.167269973299113,0.141092707567256,0.00200810408005486,0,0.0324062995387185,0,0,0,0,0.0593554208737534,0,0,0,0.0271279119858656,0.0200697434046618,0.0287074707393035,0,0.193604971222011,0,0.466893182517185,0.8883594184729,1.34431134205247,-0.063086305,-0.264471968,-0.180370206,-0.166404763,-0.008458075,-0.168225793,-0.239773966,-0.033359295,-0.086151852,-0.060539599,-0.189703914,-0.016911199,-0.128156757,-0.09829616,0.070930908,-0.079274236,-0.074898634,-0.062854637,0.01618449,0.02014938,0.1557765,0.02918987,0.07937208,0.002522526,1.280089e-10,0.6968052,-1287.98135669979,114.798420945441,-1173.18293575435,0.907804363018532,7.253029,1.96,2.99146,2.319133,25.289422,6.676786,6.676786,10.50054,17.856847,10.315363,28.708663,0.09852021,0.16148911,0.17522707,0.1308706,0.03742154,0.49093056,0.02461008,0,0,0.0355084,0,3.998072e-18,9.685563e-19,0.004100598,1.60346e-19,0,1.621109e-18,8.013438e-19,0.01017585,0,2.284194e-19,0.09778368,0.0005359419,3.298947e-18,0.000116274,0.1306265,0.009260664,0.01560798,0.004471753,0.01631689,0,3.250151e-18,0,0.009120317,3.870215e-18,0.02867729,0,0.03372725,2.282931e-19,0.0372542,0,0,0.02348921,0.04889184,0.07238105
0.454,2.06,-0.312,5.68,-1.62,0.0504,1.26,2.08,-0.508,1.54,-0.176,0.457,0.443,0.35,0.228,0.2,0.00608,P021,0,0.365372357014008,0,0,0.37907476366489,0,0.0831175083523735,0,0,0.0855364811420722,0.0395375909014078,0,0,0.0825102838409634,0,0,0,0,0,0.0114825453397143,0.001689039570847,0,0.714,0.0318689805926523,1.11328732547789,1.04832056982628,-0.18352698,-0.18838968,-0.29933513,-0.3589347,-0.14860284,-0.36968915,-0.27262816,-0.27560917,-0.2366608,-0.21210281,-0.29064465,-0.33128335,-0.24557948,-0.26522429,0.08047139,-0.01375555,-0.2300551,-0.22781321,0.004261781,0.0180905,0.152331,0.04413731,0.07569639,0.002300137,3.617608e-10,0.7031829,-1635.44219153896,-1022.22092954394,-2657.6631210829,0.977003463430306,4.205929,0.0196,5.23846,5.153267,7.371378,3.043486,3.043486,15.25806,12.654487,11.234231,26.7969,0.08512784,0.10293016,0.20101491,0.11010945,0.04314423,0.47517438,0.01321328,1.360388e-18,0,0,7.752931e-18,0.01726077,6.485654e-18,0.007873014,0,0,1.365518e-18,0.005817145,0.02947479,0,1.012239e-18,0.06629547,3.734156e-18,8.655588e-18,8.480346e-05,0.1673071,0.001014111,0.0005302345,0.006871851,7.891757e-05,0,0,2.070708e-18,3.284885e-20,0,0.03163425,0.001003127,0.01340572,7.364648e-18,0.01111229,0.08182753,0,0.000728686,0.03314774,0.03387642
